id,grade,grade_suffix,coating,finish,surface_type,surface_protection,form,thickness_min,thickness_max,width_min,width_max,length_min,height_min,height_max,weight_min,weight_max,inner_diameter_min,inner_diameter_max,outer_diameter_min,outer_diameter_max,yield_strength_min,yield_strength_max,tensile_strength_min,tensile_strength_max,grade_norm,Grade/Material,UNS_No,Steel_No,Standards,Carbon (C),Manganese (Mn),Silicon (Si),Sulfur (S),Phosphorus (P),Chromium (Cr),Nickel (Ni),Molybdenum (Mo),Vanadium (V),Tungsten (W),Cobalt (Co),Copper (Cu),Aluminum (Al),Titanium (Ti),Niobium (Nb),Boron (B),Nitrogen (N),Tensile strength (Rm),Yield strength (Re or Rp0.2),Elongation (A%),Reduction of area (Z%),"Hardness (HB, HV, HRC)",Impact toughness (Charpy V-notch),Fatigue limit,Creep resistance,Source_Pages,Application,Category,Nb + V + Ti (Others),Coating,Carbon (C)_min,Carbon (C)_max,Carbon (C)_mid,Manganese (Mn)_min,Manganese (Mn)_max,Manganese (Mn)_mid,Silicon (Si)_min,Silicon (Si)_max,Silicon (Si)_mid,Sulfur (S)_min,Sulfur (S)_max,Sulfur (S)_mid,Phosphorus (P)_min,Phosphorus (P)_max,Phosphorus (P)_mid,Tensile strength (Rm)_min,Tensile strength (Rm)_max,Tensile strength (Rm)_mid,Yield strength (Re or Rp0.2)_min,Yield strength (Re or Rp0.2)_max,Yield strength (Re or Rp0.2)_mid,missing_ref,cluster,pca1,pca2
e63d7e85-caef-4f2f-a89b-3889907f7e74,DC01,,ZV25/25,JVD Galvanized (+ZV),,,Coils,0.8,0.8,1250.0,1250.0,,,,,,,,,,,,,,dc01,DC01,,,EN 10130:2006,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,"Cold forming, deep drawing",Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,280.0,280.0,280.0,False,2,-1.3539955250044993,0.5286407479743245
2104d59d-0957-4875-b4b1-7f968cb43352,DC01,,ZE25/25,Electro-Galvanized (+ZE),,,Coils,0.8,0.8,1250.0,1250.0,,,,,,,,,,,,,,dc01,DC01,,,EN 10130:2006,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,"Cold forming, deep drawing",Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,280.0,280.0,280.0,False,2,-1.3807893497208428,0.5367002410697383
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,S320GD,,Z275,Hot-dip Galvanized (+Z/+GI),"Minimized spangle, conventional surface (MA)",Chemically passivated (C),Coils,1.5,1.5,,,,,,20000.0,20000.0,,,,,,,,,s320gd,S320GD,,,EN 10346:2015,≤0.20,≤1.20,,≤0.045,≤0.100,,,,,,,,≥0.010,,,,,390-540 MPa,≥320 MPa,≥17%,,,,,,Standard Specifications,Structural galvanized steel,Galvanized Steel,,Hot-dip galvanized,0.2,0.2,0.2,1.2,1.2,1.2,,,,0.045,0.045,0.045,0.1,0.1,0.1,390.0,540.0,465.0,320.0,320.0,320.0,False,2,-0.5516969707932508,2.122135176716401
b64d3856-e630-4fa6-b5f7-d02e900e510e,S420MC,,,Hot Rolled,,,Plates,12.0,12.0,1500.0,1500.0,,,,50000.0,50000.0,,,,,,,,,s420mc,S420MC,,,EN 10149-2:2013,≤0.12,≤1.60,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,480-620 MPa,≥420 MPa,≥19%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,≤0.22,,0.12,0.12,0.12,1.6,1.6,1.6,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,480.0,620.0,550.0,420.0,420.0,420.0,False,4,1.5793959088589402,-0.8405696348197357
761b9fc9-1000-476c-bebe-6c40dd431b1c,S355MC,,,Hot Rolled,,Pickled and Oiled,Coils,3.0,3.0,200.0,1520.0,,,,,25000.0,610.0,610.0,,,,,,,s355mc,S355MC,,,EN 10149-2:2013,≤0.12,≤1.50,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,430-550 MPa,≥355 MPa,≥22%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,,,0.12,0.12,0.12,1.5,1.5,1.5,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,430.0,550.0,490.0,355.0,355.0,355.0,False,4,1.1478176797201065,-0.9725442052037321
bab67e88-be02-40c9-b3d7-b43a4adff716,S220GD,,ZM100,Hot-dip zinc magnesium (+ZM),,,Coils,1.4,1.5,,,,,,300000.0,300000.0,,,,,,,,,s220gd,S220GD,,,EN 10346:2015,≤0.13,≤0.60,,≤0.045,≤0.100,,,,,,,,≥0.010,,,,,300-480 MPa,≥220 MPa,≥20%,,,,,,Standard Specifications,Structural galvanized steel,Galvanized Steel,,Hot-dip galvanized,0.13,0.13,0.13,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.1,0.1,0.1,300.0,480.0,390.0,220.0,220.0,220.0,False,2,-1.598355469633979,1.525791858958306
5190b002-36f4-497b-b1aa-856762facb07,S355JR,,,,,O,Coils,,,,1520.0,,,,,25000.0,610.0,610.0,,,,,570.0,710.0,s355jr,S355JR,,,EN 10025-2:2019,≤0.24,≤1.60,≤0.55,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,470-630 MPa,≥355 MPa,≥22%,,,27J at 20°C,,,Standard Specifications,General structural steels,Structural Steel,,,0.24,0.24,0.24,1.6,1.6,1.6,0.55,0.55,0.55,0.035,0.035,0.035,0.035,0.035,0.035,470.0,630.0,550.0,355.0,355.0,355.0,False,4,1.7256509462601273,-0.07888679420265603
8cc82a77-7371-4839-bca3-86f8d3ea627a,DD11,,,Oiled,,,Coils,,,,1520.0,,,,6000.0,25000.0,610.0,610.0,,,,,,,dd11,DD11,,,EN 10111:2008,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤380 MPa,≥28%,,,,,,Standard Specifications,General cold forming,Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,380.0,380.0,380.0,False,2,-0.9468590716647858,0.49637047572903076
e42b147c-89f1-46de-b56e-0f201d709601,DD11,,,Oiled,,Oiled (O),Coils,,,,1520.0,,,,6000.0,25000.0,610.0,610.0,,,,,,,dd11,DD11,,,EN 10111:2008,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤380 MPa,≥28%,,,,,,Standard Specifications,General cold forming,Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,380.0,380.0,380.0,False,2,-0.9468590716647858,0.49637047572903076
269d6f1b-faa1-4fae-ab15-e71211c94cff,,,,Galvanized,,,Sheets,0.37,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,-3.1952436072824386,-2.4749690842652745
9498ba9c-5acf-4219-9c4f-a9e87e4aeadd,,,,Prepainted (PPGI),,,Sheets,0.37,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,-3.19589143290175,-2.471896814707369
795c1324-5586-4057-8c6a-574755248aa2,DC04,,,Cold Rolled,,Lightly Oiled (L),Coils,1.2,1.2,,1520.0,,,,20000.0,25000.0,610.0,610.0,,,,,,,dc04,DC04,,,EN 10130:2006,≤0.08,≤0.40,,≤0.030,≤0.030,,,,,,,,,,,,,270-350 MPa,≤210 MPa,≥38%,,,,,,Standard Specifications,Extra deep drawing,Cold Rolled Steel,,,0.08,0.08,0.08,0.4,0.4,0.4,,,,0.03,0.03,0.03,0.03,0.03,0.03,270.0,350.0,310.0,210.0,210.0,210.0,False,2,-1.687486580542135,-0.47170021666796086
724a7dd7-d80d-4320-86c7-b8a879bb619d,S600MC,,,Oiled,,,Coils,5.0,5.0,,1520.0,,,,,25000.0,610.0,610.0,,,,,,,s600mc,S600MC,,,EN 10149-2:2013,≤0.12,≤1.90,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,650-820 MPa,≥600 MPa,≥13%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,≤0.22,,0.12,0.12,0.12,1.9,1.9,1.9,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,650.0,820.0,735.0,600.0,600.0,600.0,False,1,2.619043769650723,-0.42158631709689054
4547058c-19a5-459c-96e7-5c4cfa7f2568,S355J2+N,,,,,,Plates,15.0,15.0,2500.0,2500.0,6000.0,6000.0,,24000.0,24000.0,,,,,,,,,s355j2+n,S355J2+N,,,EN 10025-2:2019,≤0.20,≤1.60,≤0.55,≤0.030,≤0.030,,,,,,,,,,,,≤0.012,470-630 MPa,≥355 MPa,≥22%,,,27J at -20°C,,,Standard Specifications,Normalized structural steel,Structural Steel,,,0.2,0.2,0.2,1.6,1.6,1.6,0.55,0.55,0.55,0.03,0.03,0.03,0.03,0.03,0.03,470.0,630.0,550.0,355.0,355.0,355.0,False,4,1.689792285157193,-0.40353296647168246
12779ba3-969c-48dc-97d8-33e72279f695,S235,,,,,,Plates,15.0,15.0,1500.0,1500.0,3000.0,3000.0,,24000.0,24000.0,,,,,,,,,s235,S235,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,,,,Standard Specifications,General structural steel,Structural Steel,,,0.17,0.17,0.17,1.4,1.4,1.4,0.4,0.4,0.4,0.035,0.035,0.035,0.035,0.035,0.035,360.0,510.0,435.0,235.0,235.0,235.0,False,4,0.5647748897195377,-0.3897001188272563
4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,S355,,,,,,Plates,15.0,15.0,1500.0,1500.0,3000.0,3000.0,,24000.0,24000.0,,,,,,,,,s355,S355,,,EN 10025-2:2019,≤0.24,≤1.60,≤0.55,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,470-630 MPa,≥355 MPa,≥22%,,,,,,Standard Specifications,General structural steel,Structural Steel,,,0.24,0.24,0.24,1.6,1.6,1.6,0.55,0.55,0.55,0.035,0.035,0.035,0.035,0.035,0.035,470.0,630.0,550.0,355.0,355.0,355.0,False,4,1.785721155613594,-0.09059855356802804
4d565122-229a-4541-8a53-3b18169c3635,S355MC,,,,,Oiled (O),Coils,2.0,2.05,,1520.0,,,,,25000.0,610.0,610.0,,,,,,,s355mc,S355MC,,,EN 10149-2:2013,≤0.12,≤1.50,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,430-550 MPa,≥355 MPa,≥22%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,,,0.12,0.12,0.12,1.5,1.5,1.5,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,430.0,550.0,490.0,355.0,355.0,355.0,False,4,1.1358940973192138,-1.033201065422759
2d3e3b00-62f8-48fd-a80d-d15a299ed045,S420,,,Oiled,,,,,,,,,,,,,610.0,610.0,,,,,,,s420,S420,,,EN 10025-3:2019,≤0.20,1.00-1.70,≤0.50,≤0.025,≤0.030,≤0.30,≤0.50,≤0.10,,,,,,,,,,520-680 MPa,≥420 MPa,≥19%,,,,,,Standard Specifications,High strength structural steel,High Strength Steel,,,0.2,0.2,0.2,1.0,1.7,1.35,0.5,0.5,0.5,0.025,0.025,0.025,0.03,0.03,0.03,520.0,680.0,600.0,420.0,420.0,420.0,False,4,1.6695670325885792,-0.2731828118803034
61aca849-8359-4b40-b321-176160c241a7,S460,,,Oiled,,,,,,,,,,,,,610.0,610.0,,,,,,,s460,S460,,,EN 10025-3:2019,≤0.20,1.00-1.70,≤0.50,≤0.025,≤0.030,≤0.30,≤0.50,≤0.10,,,,,,,,,,540-720 MPa,≥460 MPa,≥17%,,,,,,Standard Specifications,High strength structural steel,High Strength Steel,,,0.2,0.2,0.2,1.0,1.7,1.35,0.5,0.5,0.5,0.025,0.025,0.025,0.03,0.03,0.03,540.0,720.0,630.0,460.0,460.0,460.0,False,4,1.8328550594324549,-0.19129725466706216
02647f9b-5108-4955-938f-e6b003b62690,,,,,,,Coils,,,,1520.0,,,,,25000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,-3.207257136708903,-2.5404289280481414
613608a5-2b5d-4cca-8527-5639ab76949c,,,,,,,Round Bars,,,,,,,,,,,,,,,,470.0,630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,-3.1426259744015774,-2.498165447933501
858b4d2a-590d-4d36-b89c-adb0cb039d22,S500MC,,,,Non-specified,Oiled (O),Strips,5.89,6.11,610.0,610.0,,,,5000.0,25000.0,,,,,,,,,s500mc,S500MC,,,EN 10149-2:2013,≤0.12,≤1.70,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,550-700 MPa,≥500 MPa,≥14%,,,,,,Standard Specifications,"Cold forming, automotive",Microalloyed Steel,≤0.22,,0.12,0.12,0.12,1.7,1.7,1.7,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,550.0,700.0,625.0,500.0,500.0,500.0,False,1,1.9539193154027827,-0.6808690218321075
2624655e-ea07-468a-8da8-2e39c9d1e7f0,S700MC,,,Oiled,,,Coils,2.5,2.5,610.0,1520.0,,,,,25000.0,,,,,,,640.0,965.0,s700mc,S700MC,,,EN 10149-2:2013,≤0.12,≤2.10,≤0.60,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,750-950 MPa,≥700 MPa,≥12%,,,,,,Standard Specifications,"Cold forming, automotive, high strength applications",Microalloyed Steel,≤0.22,,0.12,0.12,0.12,2.1,2.1,2.1,0.6,0.6,0.6,0.015,0.015,0.015,0.025,0.025,0.025,750.0,950.0,850.0,700.0,700.0,700.0,False,1,3.4633140992869005,-0.2903659285327355
b9dc4688-75e2-45ed-82ed-c33ca308f94e,S355J2C,,,+N,,,Coils,8.0,8.0,1400.0,1500.0,,,,150000.0,,,,,,,,,,s355j2c,S355J2C,,,EN 10025-2:2019,≤0.20,≤1.60,≤0.55,≤0.025,≤0.025,,,,,,,,,,,,,470-630 MPa,≥355 MPa,≥22%,,,27J at -20°C,,,Standard Specifications,Structural steel with improved impact properties,Structural Steel,,,0.2,0.2,0.2,1.6,1.6,1.6,0.55,0.55,0.55,0.025,0.025,0.025,0.025,0.025,0.025,470.0,630.0,550.0,355.0,355.0,355.0,False,4,1.6536790886448474,-0.5110346399417807
9a26d7df-1335-45d4-97cd-6d7459fb2674,S355J2C,,,+N,,,Coils,8.0,8.0,1500.0,1600.0,,,,90000.0,,,,,,,,,,s355j2c,S355J2C,,,EN 10025-2:2019,≤0.20,≤1.60,≤0.55,≤0.025,≤0.025,,,,,,,,,,,,,470-630 MPa,≥355 MPa,≥22%,,,27J at -20°C,,,Standard Specifications,Structural steel with improved impact properties,Structural Steel,,,0.2,0.2,0.2,1.6,1.6,1.6,0.55,0.55,0.55,0.025,0.025,0.025,0.025,0.025,0.025,470.0,630.0,550.0,355.0,355.0,355.0,False,4,1.6536790886448474,-0.5110346399417807
ee5c62d7-b0f9-4818-8698-425ffdcdb11a,S600MC,,,Hot Rolled,,Oiled (O),Coils,2.8,2.8,600.0,1520.0,,,,15000.0,25000.0,,,,,,,,,s600mc,S600MC,,,EN 10149-2:2013,≤0.12,≤1.90,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,650-820 MPa,≥600 MPa,≥13%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,≤0.22,,0.12,0.12,0.12,1.9,1.9,1.9,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,650.0,820.0,735.0,600.0,600.0,600.0,False,1,2.6052884028297436,-0.4150539175286997
e51114ac-ff3c-4823-be87-e25e9085096a,,,,Hot Rolled,,,,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,-3.162142898812351,-2.4900757948298797
7be2d720-52c2-4f8a-a82a-2b90f535ad40,DX51D,,AS050,Aluminized (+AS/+AL),,,Coils,1.5,1.5,1000.0,1000.0,,,,,24000.0,,,,,,,,,dx51d,DX51D,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.12,0.12,0.12,270.0,500.0,385.0,350.0,350.0,350.0,False,2,-1.3820230981385442,2.048300079714525
0d3f1ae0-f78c-47d3-9df6-b749e36304a2,CR460LA,,GI60/60,Hot-dip Galvanized (+Z/+GI),,,Coils,1.4,1.4,1065.0,1065.0,,,,15000.0,20000.0,,,,,,,,,cr460la,CR460LA,,,Automotive specification,≤0.12,0.80-1.80,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,0.015-0.070,≤0.15,≤0.09,,,520-670 MPa,≥460 MPa,≥21%,,,,,,Standard Specifications,Cold rolled high strength low alloy,HSLA Steel,,,0.12,0.12,0.12,0.8,1.8,1.3,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,520.0,670.0,595.0,460.0,460.0,460.0,False,4,1.2863597005748284,-0.4872928747892428
c7dbd2da-a758-44ba-9e16-ee10ec99f631,DX51D,,AS120,Aluminized (+AS/+AL),Conventional surface (A),Chemically passivated and oiled (CO),Coils,2.0,2.0,1500.0,,,,,,,,,,,,,,,dx51d,DX51D,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.12,0.12,0.12,270.0,500.0,385.0,350.0,350.0,350.0,False,2,-1.42690469207515,2.100897755111505
24889764-ab00-4c8e-ae3e-5945601bbafb,DC01,,,Cold Rolled,,Lightly Oiled (L),Coils,4.0,4.06,,1520.0,,,,,25000.0,610.0,610.0,,,,,,,dc01,DC01,,,EN 10130:2006,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,"Cold forming, deep drawing",Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,280.0,280.0,280.0,False,2,-1.256002915742845,0.37271763119417983
8da7061a-5e02-49b0-a888-fb3461b8a8c5,S235,,,Hot Rolled,,,Plates,15.0,15.0,1500.0,1500.0,3000.0,3000.0,,,24000.0,,,,,,,,,s235,S235,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,,,,Standard Specifications,General structural steel,Structural Steel,,,0.17,0.17,0.17,1.4,1.4,1.4,0.4,0.4,0.4,0.035,0.035,0.035,0.035,0.035,0.035,360.0,510.0,435.0,235.0,235.0,235.0,False,4,0.5766984721204305,-0.3290432586082294
3890f753-a284-4da4-9723-c0a697c8a403,DX51D,,AZ150,Aluzinc (+AZ),,,Coils,1.0,1.0,1404.0,1404.0,,,,24000.0,24000.0,,,,,,,,,dx51d,DX51D,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.12,0.12,0.12,270.0,500.0,385.0,350.0,350.0,350.0,False,2,-1.3837752352306913,2.0486916471826224
41a4f5a5-728a-4965-b483-6e265eebf93a,DD11,,,Hot Rolled,,Pickled and Oiled,Coils,4.2,4.2,1842.0,1845.0,,,,,21000.0,,,,,,,,,dd11,DD11,,,EN 10111:2008,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤380 MPa,≥28%,,,,,,Standard Specifications,General cold forming,Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,380.0,380.0,380.0,False,2,-0.9606144384857656,0.5029028752972216
b30cef8b-4065-4272-89b5-57b1fd91c50d,S500MC,,,Hot Rolled,,,Coils,5.0,5.0,1250.0,1520.0,,,,15000.0,25000.0,610.0,,,,,,,,s500mc,S500MC,,,EN 10149-2:2013,≤0.12,≤1.70,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,550-700 MPa,≥500 MPa,≥14%,,,,,,Standard Specifications,"Cold forming, automotive",Microalloyed Steel,≤0.22,,0.12,0.12,0.12,1.7,1.7,1.7,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,550.0,700.0,625.0,500.0,500.0,500.0,False,1,1.9596063418268226,-0.6513601419117547
8b1f5085-e3de-45f9-9ba1-aa6bb450722e,CR420LA,,GI60/60,Hot-dip Galvanized (+Z/+GI),,,Coils,1.4,1.4,1065.0,1065.0,,,,15000.0,20000.0,,,,,,,,,cr420la,CR420LA,,,Automotive specification,≤0.12,0.70-1.60,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,0.015-0.070,≤0.15,≤0.09,,,480-620 MPa,≥420 MPa,≥21%,,,,,,Standard Specifications,Cold rolled high strength low alloy,HSLA Steel,,,0.12,0.12,0.12,0.7,1.6,1.15,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,480.0,620.0,550.0,420.0,420.0,420.0,False,4,0.9675940157196121,-0.5835597210001244
4da333cf-6f2a-4b64-9212-2be665c5e1e3,S550GD,,ZM310,Hot-dip zinc magnesium (+ZM),"Minimized spangle, improved surface (MA)",Chemically passivated (C),Coils,3.5,3.5,,,,,,,,,,,,,,,,s550gd,S550GD,,,EN 10346:2015,≤0.25,≤1.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,600-760 MPa,≥550 MPa,≤12%,,,,,,Standard Specifications,High strength galvanized steel,Galvanized Steel,,Hot-dip galvanized,0.25,0.25,0.25,1.6,1.6,1.6,,,,0.045,0.045,0.045,0.12,0.12,0.12,600.0,760.0,680.0,550.0,550.0,550.0,False,2,0.9585225485968782,3.0022764451326456
e0bfc6b2-19de-475e-ba88-6d6081204ed9,DC01,,ZV25/25,JVD Galvanized (+ZV),,,Coils,0.8,0.8,1250.0,1250.0,,,,,,,,,,,,,,dc01,DC01,,,EN 10130:2006,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,"Cold forming, deep drawing",Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,280.0,280.0,280.0,False,2,-1.3539955250044993,0.5286407479743245
e67e6b48-e699-4e55-9640-ff061375d513,DC01,,ZE25/25,Electro-Galvanized (+ZE),,,Coils,0.8,0.8,1250.0,1250.0,,,,,,,,,,,,,,dc01,DC01,,,EN 10130:2006,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,"Cold forming, deep drawing",Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,280.0,280.0,280.0,False,2,-1.3807893497208428,0.5367002410697383
2c0d57e5-e106-4874-b3fc-2204172df725,DC01,,,Cold Rolled (+CR),,Oiled (O),Coils,3.94,4.06,,1520.0,,,,,10000.0,610.0,610.0,,,,,,,dc01,DC01,,,EN 10130:2006,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,"Cold forming, deep drawing",Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,280.0,280.0,280.0,False,2,-1.2438239588494744,0.38018684939019887
e14a46c3-b349-4441-b09f-8088e5663262,S500MC,,,,,,Coils,1.5,1.5,,1520.0,,,,,25000.0,610.0,610.0,,,,,,,s500mc,S500MC,,,EN 10149-2:2013,≤0.12,≤1.70,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,550-700 MPa,≥500 MPa,≥14%,,,,,,Standard Specifications,"Cold forming, automotive",Microalloyed Steel,≤0.22,,0.12,0.12,0.12,1.7,1.7,1.7,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,550.0,700.0,625.0,500.0,500.0,500.0,False,1,1.9476827594259298,-0.7120170021307819
87daa9e0-9c54-4c2e-8a7e-f3765fb00184,S550GD,,Z275,Hot-dip Galvanized (+Z),"Minimized spangle, improved surface (MA)",Chemically passivated (C),Coils,3.5,3.5,,,,,,,,,,,,,,,,s550gd,S550GD,,,EN 10346:2015,≤0.25,≤1.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,600-760 MPa,≥550 MPa,≤12%,,,,,,Standard Specifications,High strength galvanized steel,Galvanized Steel,,Hot-dip galvanized,0.25,0.25,0.25,1.6,1.6,1.6,,,,0.045,0.045,0.045,0.12,0.12,0.12,600.0,760.0,680.0,550.0,550.0,550.0,False,2,0.945483531737928,3.032451452188027
b07bd542-9662-4390-9fc7-219914cd3cc7,DD11,,,Stained,Oiled (O),,Coils,3.5,3.65,,1520.0,,,,,25000.0,610.0,610.0,,,,,,,dd11,DD11,,,EN 10111:2008,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤380 MPa,≥28%,,,,,,Standard Specifications,General cold forming,Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,380.0,380.0,380.0,False,2,-1.014142440485351,0.562328461966874
63078462-b3a8-463c-8c44-301ec9d0d024,DX51D,,Z275,Hot-dip Galvanized (+Z/+GI),,,Coils,3.0,3.0,,1520.0,,,,20000.0,25000.0,610.0,610.0,,,,,,,dx51d,DX51D,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.12,0.12,0.12,270.0,500.0,385.0,350.0,350.0,350.0,False,2,-1.4343722011124311,2.163096216070222
